cue target 1930, cosine similarity=0.09
sage seasoning 1960, cosine similarity=0.12
sage seasoning 1970, cosine similarity=0.15
sage seasoning 1980, cosine similarity=0.13

sail boat 1930, cosine similarity=0.48
sail boat 1940, cosine similarity=0.47
sail boat 1950, cosine similarity=0.49
sail boat 1960, cosine similarity=0.48
sail boat 1970, cosine similarity=0.48
sail boat 1980, cosine similarity=0.53

sail wind 1930, cosine similarity=0.34
sail wind 1940, cosine similarity=0.34
sail wind 1950, cosine similarity=0.39
sail wind 1960, cosine similarity=0.32
sail wind 1970, cosine similarity=0.32
sail wind 1980, cosine similarity=0.34

sail water 1930, cosine similarity=0.11
sail water 1940, cosine similarity=0.04
sail water 1950, cosine similarity=0.09
sail water 1960, cosine similarity=0.11
sail water 1970, cosine similarity=0.10
sail water 1980, cosine similarity=0.10

sail ocean 1930, cosine similarity=0.32
sail ocean 1940, cosine similarity=0.34
sail ocean 1950, cosine similarity=0.37
sail ocean 1960, cosine similarity=0.38
sail ocean 1970, cosine similarity=0.29
sail ocean 1980, cosine similarity=0.35

sail fun 1930, cosine similarity=0.06
sail fun 1940, cosine similarity=0.06
sail fun 1950, cosine similarity=0.06
sail fun 1960, cosine similarity=0.10
sail fun 1970, cosine similarity=0.08
sail fun 1980, cosine similarity=0.13

sail fish 1930, cosine similarity=0.09
sail fish 1940, cosine similarity=0.07
sail fish 1950, cosine similarity=0.07
sail fish 1960, cosine similarity=0.13
sail fish 1970, cosine similarity=0.06
sail fish 1980, cosine similarity=0.15

sail lake 1930, cosine similarity=0.17
sail lake 1940, cosine similarity=0.15
sail lake 1950, cosine similarity=0.21
sail lake 1960, cosine similarity=0.18
sail lake 1970, cosine similarity=0.21
sail lake 1980, cosine similarity=0.21

sailing boat 1930, cosine similarity=0.44
sailing boat 1940, cosine similarity=0.47
sailing boat 1950, cosine similarity=0.48
sailing boat 1960, cosine similarity=0.41
sailing boat 1970, cosine similarity=0.43
sailing boat 1980, cosine similarity=0.42

sailing water 1930, cosine similarity=0.06
sailing water 1940, cosine similarity=0.05
sailing water 1950, cosine similarity=0.11
sailing water 1960, cosine similarity=0.13
sailing water 1970, cosine similarity=0.10
sailing water 1980, cosine similarity=0.12

sailing ocean 1930, cosine similarity=0.40
sailing ocean 1940, cosine similarity=0.42
sailing ocean 1950, cosine similarity=0.40
sailing ocean 1960, cosine similarity=0.43
sailing ocean 1970, cosine similarity=0.31
sailing ocean 1980, cosine similarity=0.37

sailing wind 1930, cosine similarity=0.23
sailing wind 1940, cosine similarity=0.29
sailing wind 1950, cosine similarity=0.32
sailing wind 1960, cosine similarity=0.28
sailing wind 1970, cosine similarity=0.25
sailing wind 1980, cosine similarity=0.28

sailing ship 1930, cosine similarity=0.48
sailing ship 1940, cosine similarity=0.48
sailing ship 1950, cosine similarity=0.50
sailing ship 1960, cosine similarity=0.48
sailing ship 1970, cosine similarity=0.48
sailing ship 1980, cosine similarity=0.45

sailing relax 1930, cosine similarity=-0.02
sailing relax 1940, cosine similarity=-0.01
sailing relax 1950, cosine similarity=-0.01
sailing relax 1960, cosine similarity=0.03
sailing relax 1970, cosine similarity=-0.04
sailing relax 1980, cosine similarity=0.04

sailing sail 1930, cosine similarity=0.59
sailing sail 1940, cosine similarity=0.56
sailing sail 1950, cosine similarity=0.61
sailing sail 1960, cosine similarity=0.60
sailing sail 1970, cosine similarity=0.63
sailing sail 1980, cosine similarity=0.62

sailing sea 1930, cosine similarity=0.40
sailing sea 1940, cosine similarity=0.34
sailing sea 1950, cosine similarity=0.41
sailing sea 1960, cosine similarity=0.31
sailing sea 1970, cosine similarity=0.32
sailing sea 1980, cosine similarity=0.37

sailing swim 1930, cosine similarity=0.23
sailing swim 1940, cosine similarity=0.25
sailing swim 1950, cosine similarity=0.26
sailing swim 1960, cosine similarity=0.20
sailing swim 1970, cosine similarity=0.26
sailing swim 1980, cosine similarity=0.28

sailing fishing 1930, cosine similarity=0.37
sailing fishing 1940, cosine similarity=0.34
sailing fishing 1950, cosine similarity=0.36
sailing fishing 1960, cosine similarity=0.30
sailing fishing 1970, cosine similarity=0.34
sailing fishing 1980, cosine similarity=0.40

sailing yacht 1930, cosine similarity=0.30
sailing yacht 1940, cosine similarity=0.38
sailing yacht 1950, cosine similarity=0.35
sailing yacht 1960, cosine similarity=0.31
sailing yacht 1970, cosine similarity=0.37
sailing yacht 1980, cosine similarity=0.28

sailor ship 1930, cosine similarity=0.38
sailor ship 1940, cosine similarity=0.37
sailor ship 1950, cosine similarity=0.37
sailor ship 1960, cosine similarity=0.39
sailor ship 1970, cosine similarity=0.34
sailor ship 1980, cosine similarity=0.37

sailor navy 1930, cosine similarity=0.22
sailor navy 1940, cosine similarity=0.19
sailor navy 1950, cosine similarity=0.24
sailor navy 1960, cosine similarity=0.29
sailor navy 1970, cosine similarity=0.21
sailor navy 1980, cosine similarity=0.30

sailor boat 1930, cosine similarity=0.32
sailor boat 1940, cosine similarity=0.31
sailor boat 1950, cosine similarity=0.31
sailor boat 1960, cosine similarity=0.33
sailor boat 1970, cosine similarity=0.28
sailor boat 1980, cosine similarity=0.36

sailor sea 1930, cosine similarity=0.27
sailor sea 1940, cosine similarity=0.27
sailor sea 1950, cosine similarity=0.27
sailor sea 1960, cosine similarity=0.33
sailor sea 1970, cosine similarity=0.21
sailor sea 1980, cosine similarity=0.28

sailor man 1930, cosine similarity=0.24
sailor man 1940, cosine similarity=0.31
sailor man 1950, cosine similarity=0.30
sailor man 1960, cosine similarity=0.28
sailor man 1970, cosine similarity=0.31
sailor man 1980, cosine similarity=0.34

sailor hat 1930, cosine similarity=0.18
sailor hat 1940, cosine similarity=0.22
sailor hat 1950, cosine similarity=0.20
sailor hat 1960, cosine similarity=0.23
sailor hat 1970, cosine similarity=0.26
sailor hat 1980, cosine similarity=0.22

sailor captain 1930, cosine similarity=0.38
sailor captain 1940, cosine similarity=0.34
sailor captain 1950, cosine similarity=0.40
sailor captain 1960, cosine similarity=0.45
sailor captain 1970, cosine similarity=0.39
sailor captain 1980, cosine similarity=0.45

sailor anchor 1930, cosine similarity=0.25
sailor anchor 1940, cosine similarity=0.22
sailor anchor 1950, cosine similarity=0.16
sailor anchor 1960, cosine similarity=0.21
sailor anchor 1970, cosine similarity=0.16
sailor anchor 1980, cosine similarity=0.19

sailor marine 1930, cosine similarity=0.27
sailor marine 1940, cosine similarity=0.23
sailor marine 1950, cosine similarity=0.17
sailor marine 1960, cosine similarity=0.22
sailor marine 1970, cosine similarity=0.20
sailor marine 1980, cosine similarity=0.18

sailor suit 1930, cosine similarity=0.21
sailor suit 1940, cosine similarity=0.19
sailor suit 1950, cosine similarity=0.18
sailor suit 1960, cosine similarity=0.21
sailor suit 1970, cosine similarity=0.19
sailor suit 1980, cosine similarity=0.18

sailor bay 1930, cosine similarity=0.19
sailor bay 1940, cosine similarity=0.10
sailor bay 1950, cosine similarity=0.10
sailor bay 1960, cosine similarity=0.16
sailor bay 1970, cosine similarity=0.19
sailor bay 1980, cosine similarity=0.14

sailor cap 1930, cosine similarity=0.22
sailor cap 1940, cosine similarity=0.24
sailor cap 1950, cosine similarity=0.32
sailor cap 1960, cosine similarity=0.22
sailor cap 1970, cosine similarity=0.23
sailor cap 1980, cosine similarity=0.26

sailor soldier 1930, cosine similarity=0.52
sailor soldier 1940, cosine similarity=0.50
sailor soldier 1950, cosine similarity=0.50
sailor soldier 1960, cosine similarity=0.48
sailor soldier 1970, cosine similarity=0.44
sailor soldier 1980, cosine similarity=0.42

sailor white 1930, cosine similarity=0.13
sailor white 1940, cosine similarity=0.11
sailor white 1950, cosine similarity=0.13
sailor white 1960, cosine similarity=0.20
sailor white 1970, cosine similarity=0.15
sailor white 1980, cosine similarity=0.16

saint angel 1930, cosine similarity=0.25
saint angel 1940, cosine similarity=0.24
saint angel 1950, cosine similarity=0.23
saint angel 1960, cosine similarity=0.24
saint angel 1970, cosine similarity=0.25
saint angel 1980, cosine similarity=0.24

saint church 1930, cosine similarity=0.31
saint church 1940, cosine similarity=0.34
saint church 1950, cosine similarity=0.31
saint church 1960, cosine similarity=0.29
saint church 1970, cosine similarity=0.37
saint church 1980, cosine similarity=0.33

saint god 1930, cosine similarity=0.13
saint god 1940, cosine similarity=0.13
saint god 1950, cosine similarity=0.21
saint god 1960, cosine similarity=0.17
saint god 1970, cosine similarity=0.14
saint god 1980, cosine similarity=0.14

saint holy 1930, cosine similarity=0.20
saint holy 1940, cosine similarity=0.24
saint holy 1950, cosine similarity=0.24
saint holy 1960, cosine similarity=0.25
saint holy 1970, cosine similarity=0.29
saint holy 1980, cosine similarity=0.33

saint catholic 1930, cosine similarity=0.18
saint catholic 1940, cosine similarity=0.20
saint catholic 1950, cosine similarity=0.21
saint catholic 1960, cosine similarity=0.22
saint catholic 1970, cosine similarity=0.21
saint catholic 1980, cosine similarity=0.29

saint good 1930, cosine similarity=-0.04
saint good 1940, cosine similarity=0.01
saint good 1950, cosine similarity=0.04
saint good 1960, cosine similarity=-0.01
saint good 1970, cosine similarity=0.05
saint good 1980, cosine similarity=0.04

saint christopher 1930, cosine similarity=0.22
saint christopher 1940, cosine similarity=0.22
saint christopher 1950, cosine similarity=0.27
saint christopher 1960, cosine similarity=0.16
saint christopher 1970, cosine similarity=0.24
saint christopher 1980, cosine similarity=0.31

saint heaven 1930, cosine similarity=0.06
saint heaven 1940, cosine similarity=0.14
saint heaven 1950, cosine similarity=0.10
saint heaven 1960, cosine similarity=0.08
saint heaven 1970, cosine similarity=0.10
saint heaven 1980, cosine similarity=0.17

saint religion 1930, cosine similarity=0.04
saint religion 1940, cosine similarity=0.11
saint religion 1950, cosine similarity=0.09
saint religion 1960, cosine similarity=0.13
saint religion 1970, cosine similarity=0.12
saint religion 1980, cosine similarity=0.08

saint sinner 1930, cosine similarity=0.30
saint sinner 1940, cosine similarity=0.36
saint sinner 1950, cosine similarity=0.33
saint sinner 1960, cosine similarity=0.28
saint sinner 1970, cosine similarity=0.29
saint sinner 1980, cosine similarity=0.33

saint christian 1930, cosine similarity=0.14
saint christian 1940, cosine similarity=0.14
saint christian 1950, cosine similarity=0.18
saint christian 1960, cosine similarity=0.15
saint christian 1970, cosine similarity=0.17
saint christian 1980, cosine similarity=0.15

saint mary 1930, cosine similarity=0.37
saint mary 1940, cosine similarity=0.36
saint mary 1950, cosine similarity=0.33
saint mary 1960, cosine similarity=0.31
saint mary 1970, cosine similarity=0.37
saint mary 1980, cosine similarity=0.32

saint peter 1930, cosine similarity=0.39
saint peter 1940, cosine similarity=0.47
saint peter 1950, cosine similarity=0.45
saint peter 1960, cosine similarity=0.41
saint peter 1970, cosine similarity=0.38
saint peter 1980, cosine similarity=0.41

saint joan 1930, cosine similarity=0.33
saint joan 1940, cosine similarity=0.30
saint joan 1950, cosine similarity=0.32
saint joan 1960, cosine similarity=0.31
saint joan 1970, cosine similarity=0.31
saint joan 1980, cosine similarity=0.32

saint bernard 1930, cosine similarity=0.37
saint bernard 1940, cosine similarity=0.35
saint bernard 1950, cosine similarity=0.39
saint bernard 1960, cosine similarity=0.28
saint bernard 1970, cosine similarity=0.32
saint bernard 1980, cosine similarity=0.34

saint john 1930, cosine similarity=0.30
saint john 1940, cosine similarity=0.35
saint john 1950, cosine similarity=0.35
saint john 1960, cosine similarity=0.30
saint john 1970, cosine similarity=0.34
saint john 1980, cosine similarity=0.33

saint joseph 1930, cosine similarity=0.33
saint joseph 1940, cosine similarity=0.35
saint joseph 1950, cosine similarity=0.35
saint joseph 1960, cosine similarity=0.28
saint joseph 1970, cosine similarity=0.29
saint joseph 1980, cosine similarity=0.33

saint jude 1930, cosine similarity=0.26
saint jude 1940, cosine similarity=0.27
saint jude 1950, cosine similarity=0.31
saint jude 1960, cosine similarity=0.21
saint jude 1970, cosine similarity=0.30
saint jude 1980, cosine similarity=0.27

saint martyr 1930, cosine similarity=0.38
saint martyr 1940, cosine similarity=0.40
saint martyr 1950, cosine similarity=0.46
saint martyr 1960, cosine similarity=0.40
saint martyr 1970, cosine similarity=0.42
saint martyr 1980, cosine similarity=0.35

saint new orleans 1930, cosine similarity=0.00
saint new orleans 1940, cosine similarity=0.00
saint new orleans 1950, cosine similarity=0.00
saint new orleans 1960, cosine similarity=0.00
saint new orleans 1970, cosine similarity=0.00
saint new orleans 1980, cosine similarity=0.00

saint nicholas 1930, cosine similarity=0.34
saint nicholas 1940, cosine similarity=0.37
saint nicholas 1950, cosine similarity=0.32
saint nicholas 1960, cosine similarity=0.30
saint nicholas 1970, cosine similarity=0.34
saint nicholas 1980, cosine similarity=0.34

saint patrick 1930, cosine similarity=0.37
saint patrick 1940, cosine similarity=0.36
saint patrick 1950, cosine similarity=0.34
saint patrick 1960, cosine similarity=0.31
saint patrick 1970, cosine similarity=0.28
saint patrick 1980, cosine similarity=0.33

saint paul 1930, cosine similarity=0.42
saint paul 1940, cosine similarity=0.45
saint paul 1950, cosine similarity=0.39
saint paul 1960, cosine similarity=0.40
saint paul 1970, cosine similarity=0.41
saint paul 1980, cosine similarity=0.35

saint priest 1930, cosine similarity=0.30
saint priest 1940, cosine similarity=0.25
saint priest 1950, cosine similarity=0.34
saint priest 1960, cosine similarity=0.30
saint priest 1970, cosine similarity=0.28
saint priest 1980, cosine similarity=0.28

salad lettuce 1930, cosine similarity=0.45
salad lettuce 1940, cosine similarity=0.50
salad lettuce 1950, cosine similarity=0.43
salad lettuce 1960, cosine similarity=0.39
salad lettuce 1970, cosine similarity=0.48
salad lettuce 1980, cosine similarity=0.50

salad dressing 1930, cosine similarity=0.34
salad dressing 1940, cosine similarity=0.34
salad dressing 1950, cosine similarity=0.29
salad dressing 1960, cosine similarity=0.31
salad dressing 1970, cosine similarity=0.37
salad dressing 1980, cosine similarity=0.40

salad bowl 1930, cosine similarity=0.44
salad bowl 1940, cosine similarity=0.39
salad bowl 1950, cosine similarity=0.40
salad bowl 1960, cosine similarity=0.43
salad bowl 1970, cosine similarity=0.46
salad bowl 1980, cosine similarity=0.47

salad green 1930, cosine similarity=0.22
salad green 1940, cosine similarity=0.30
salad green 1950, cosine similarity=0.20
salad green 1960, cosine similarity=0.26
salad green 1970, cosine similarity=0.28
salad green 1980, cosine similarity=0.29

salad food 1930, cosine similarity=0.20
salad food 1940, cosine similarity=0.25
salad food 1950, cosine similarity=0.24
